timestamp,floor,unit,water_usage,num_residents,unit_size
2024-09-18 07:00:00,1,1,14.93,1,103
2024-09-18 08:00:00,1,1,17.09,1,103
2024-09-18 09:00:00,1,1,12.32,1,103
2024-09-18 10:00:00,1,1,12.93,1,103
2024-09-18 11:00:00,1,1,11.63,1,103
2024-09-18 12:00:00,1,1,10.37,1,103
2024-09-18 13:00:00,1,1,8.93,1,103
2024-09-18 14:00:00,1,1,7.54,1,103
2024-09-18 15:00:00,1,1,5.57,1,103
2024-09-18 16:00:00,1,1,5.15,1,103
2024-09-18 17:00:00,1,1,3.07,1,103
2024-09-18 18:00:00,1,1,5.12,1,103
2024-09-18 19:00:00,1,1,6.54,1,103
2024-09-18 20:00:00,1,1,3.69,1,103
2024-09-18 21:00:00,1,1,5.05,1,103
2024-09-18 22:00:00,1,1,8.34,1,103
2024-09-18 23:00:00,1,1,10.34,1,103
2024-09-19 00:00:00,1,1,5.49,1,103
2024-09-19 01:00:00,1,1,12.57,1,103
2024-09-19 02:00:00,1,1,13.59,1,103
2024-09-19 03:00:00,1,1,14.35,1,103
2024-09-19 04:00:00,1,1,11.05,1,103
2024-09-19 05:00:00,1,1,14.45,1,103
2024-09-19 06:00:00,1,1,10.72,1,103
2024-09-19 07:00:00,1,1,15.11,1,103
2024-09-19 08:00:00,1,1,8.69,1,103
2024-09-19 09:00:00,1,1,14.78,1,103
2024-09-19 10:00:00,1,1,9.64,1,103
2024-09-19 11:00:00,1,1,9.95,1,103
2024-09-19 12:00:00,1,1,10.91,1,103
2024-09-19 13:00:00,1,1,7.41,1,103
2024-09-19 14:00:00,1,1,6.45,1,103
2024-09-19 15:00:00,1,1,5.92,1,103
2024-09-19 16:00:00,1,1,7.59,1,103
2024-09-19 17:00:00,1,1,4.16,1,103
2024-09-19 18:00:00,1,1,6.47,1,103
2024-09-19 19:00:00,1,1,7.24,1,103
2024-09-19 20:00:00,1,1,7.04,1,103
2024-09-19 21:00:00,1,1,7.64,1,103
2024-09-19 22:00:00,1,1,9.06,1,103
2024-09-19 23:00:00,1,1,3.99,1,103
2024-09-20 00:00:00,1,1,7.46,1,103
2024-09-20 01:00:00,1,1,10.41,1,103
2024-09-20 02:00:00,1,1,14.99,1,103
2024-09-20 03:00:00,1,1,12.98,1,103
2024-09-20 04:00:00,1,1,20.29,1,103
2024-09-20 05:00:00,1,1,15.45,1,103
2024-09-20 06:00:00,1,1,17.17,1,103
2024-09-20 07:00:00,1,1,16.89,1,103
2024-09-20 08:00:00,1,1,14.57,1,103
2024-09-20 09:00:00,1,1,14.79,1,103
2024-09-20 10:00:00,1,1,16.01,1,103
2024-09-20 11:00:00,1,1,10.69,1,103
2024-09-20 12:00:00,1,1,9.56,1,103
2024-09-20 13:00:00,1,1,9.51,1,103
2024-09-20 14:00:00,1,1,5.94,1,103
2024-09-20 15:00:00,1,1,5.61,1,103
2024-09-20 16:00:00,1,1,5.58,1,103
2024-09-20 17:00:00,1,1,4.1,1,103
2024-09-20 18:00:00,1,1,4.18,1,103
2024-09-20 19:00:00,1,1,4.3,1,103
2024-09-20 20:00:00,1,1,5.43,1,103
2024-09-20 21:00:00,1,1,9.02,1,103
2024-09-20 22:00:00,1,1,6.27,1,103
2024-09-20 23:00:00,1,1,7.41,1,103
2024-09-21 00:00:00,1,1,8.28,1,103
2024-09-21 01:00:00,1,1,10.69,1,103
2024-09-21 02:00:00,1,1,14.92,1,103
2024-09-21 03:00:00,1,1,20.1,1,103
2024-09-21 04:00:00,1,1,14.13,1,103
2024-09-21 05:00:00,1,1,20.78,1,103
2024-09-21 06:00:00,1,1,14.22,1,103
2024-09-21 07:00:00,1,1,24.49,1,103
2024-09-21 08:00:00,1,1,10.83,1,103
2024-09-21 09:00:00,1,1,14.56,1,103
2024-09-21 10:00:00,1,1,13.43,1,103
2024-09-21 11:00:00,1,1,9.25,1,103
2024-09-21 12:00:00,1,1,12.44,1,103
2024-09-21 13:00:00,1,1,10.81,1,103
2024-09-21 14:00:00,1,1,9.77,1,103
2024-09-21 15:00:00,1,1,8.06,1,103
2024-09-21 16:00:00,1,1,7.24,1,103
2024-09-21 17:00:00,1,1,3.53,1,103
2024-09-21 18:00:00,1,1,6.9,1,103
2024-09-21 19:00:00,1,1,6.84,1,103
2024-09-21 20:00:00,1,1,4.93,1,103
2024-09-21 21:00:00,1,1,5.51,1,103
2024-09-21 22:00:00,1,1,10.64,1,103
2024-09-21 23:00:00,1,1,7.33,1,103
2024-09-22 00:00:00,1,1,8.34,1,103
2024-09-22 01:00:00,1,1,11.32,1,103
2024-09-22 02:00:00,1,1,19.7,1,103
2024-09-22 03:00:00,1,1,10.7,1,103
2024-09-22 04:00:00,1,1,12.66,1,103
2024-09-22 05:00:00,1,1,21.56,1,103
2024-09-22 06:00:00,1,1,10.78,1,103
2024-09-22 07:00:00,1,1,18.56,1,103
2024-09-22 08:00:00,1,1,24.06,1,103
2024-09-22 09:00:00,1,1,16.0,1,103
2024-09-22 10:00:00,1,1,16.87,1,103
2024-09-22 11:00:00,1,1,7.05,1,103
2024-09-22 12:00:00,1,1,5.59,1,103
2024-09-22 13:00:00,1,1,8.99,1,103
2024-09-22 14:00:00,1,1,6.07,1,103
2024-09-22 15:00:00,1,1,7.98,1,103
2024-09-22 16:00:00,1,1,5.41,1,103
2024-09-22 17:00:00,1,1,3.89,1,103
2024-09-22 18:00:00,1,1,6.93,1,103
2024-09-22 19:00:00,1,1,6.49,1,103
2024-09-22 20:00:00,1,1,4.55,1,103
2024-09-22 21:00:00,1,1,4.57,1,103
2024-09-22 22:00:00,1,1,9.8,1,103
2024-09-22 23:00:00,1,1,13.95,1,103
2024-09-23 00:00:00,1,1,12.54,1,103
2024-09-23 01:00:00,1,1,11.59,1,103
2024-09-23 02:00:00,1,1,9.22,1,103
2024-09-23 03:00:00,1,1,13.21,1,103
2024-09-23 04:00:00,1,1,11.98,1,103
2024-09-23 05:00:00,1,1,14.3,1,103
2024-09-23 06:00:00,1,1,19.13,1,103
2024-09-23 07:00:00,1,1,15.91,1,103
2024-09-23 08:00:00,1,1,17.66,1,103
2024-09-23 09:00:00,1,1,14.19,1,103
2024-09-23 10:00:00,1,1,11.74,1,103
2024-09-23 11:00:00,1,1,13.79,1,103
2024-09-23 12:00:00,1,1,8.09,1,103
2024-09-23 13:00:00,1,1,8.99,1,103
2024-09-23 14:00:00,1,1,5.82,1,103
2024-09-23 15:00:00,1,1,5.7,1,103
2024-09-23 16:00:00,1,1,5.08,1,103
2024-09-23 17:00:00,1,1,3.07,1,103
2024-09-23 18:00:00,1,1,5.61,1,103
2024-09-23 19:00:00,1,1,4.61,1,103
2024-09-23 20:00:00,1,1,5.51,1,103
2024-09-23 21:00:00,1,1,5.03,1,103
2024-09-23 22:00:00,1,1,11.55,1,103
2024-09-23 23:00:00,1,1,10.98,1,103
2024-09-24 00:00:00,1,1,12.88,1,103
2024-09-24 01:00:00,1,1,14.18,1,103
2024-09-24 02:00:00,1,1,11.57,1,103
2024-09-24 03:00:00,1,1,16.62,1,103
2024-09-24 04:00:00,1,1,11.86,1,103
2024-09-24 05:00:00,1,1,10.56,1,103
2024-09-24 06:00:00,1,1,15.6,1,103
2024-09-24 07:00:00,1,1,12.66,1,103
2024-09-24 08:00:00,1,1,22.5,1,103
2024-09-24 09:00:00,1,1,13.86,1,103
2024-09-24 10:00:00,1,1,16.86,1,103
2024-09-24 11:00:00,1,1,11.68,1,103
2024-09-24 12:00:00,1,1,10.06,1,103
2024-09-24 13:00:00,1,1,9.31,1,103
2024-09-24 14:00:00,1,1,5.3,1,103
2024-09-24 15:00:00,1,1,5.32,1,103
2024-09-24 16:00:00,1,1,7.17,1,103
2024-09-24 17:00:00,1,1,6.92,1,103
2024-09-24 18:00:00,1,1,6.3,1,103
2024-09-24 19:00:00,1,1,5.21,1,103
2024-09-24 20:00:00,1,1,3.74,1,103
2024-09-24 21:00:00,1,1,8.95,1,103
2024-09-24 22:00:00,1,1,7.61,1,103
2024-09-24 23:00:00,1,1,6.55,1,103
2024-09-25 00:00:00,1,1,9.7,1,103
2024-09-25 01:00:00,1,1,16.2,1,103
2024-09-25 02:00:00,1,1,10.91,1,103
2024-09-25 03:00:00,1,1,10.96,1,103
2024-09-25 04:00:00,1,1,8.11,1,103
2024-09-25 05:00:00,1,1,15.6,1,103
2024-09-25 06:00:00,1,1,12.31,1,103
2024-09-25 07:00:00,1,1,20.57,1,103
2024-09-25 08:00:00,1,1,17.18,1,103
2024-09-25 09:00:00,1,1,16.39,1,103
2024-09-25 10:00:00,1,1,13.66,1,103
2024-09-25 11:00:00,1,1,9.84,1,103
2024-09-25 12:00:00,1,1,9.92,1,103
2024-09-25 13:00:00,1,1,11.62,1,103
2024-09-25 14:00:00,1,1,5.98,1,103
2024-09-25 15:00:00,1,1,5.33,1,103
2024-09-25 16:00:00,1,1,5.68,1,103
2024-09-25 17:00:00,1,1,6.55,1,103
2024-09-25 18:00:00,1,1,4.66,1,103
2024-09-25 19:00:00,1,1,5.03,1,103
2024-09-25 20:00:00,1,1,5.12,1,103
2024-09-25 21:00:00,1,1,8.75,1,103
2024-09-25 22:00:00,1,1,6.22,1,103
2024-09-25 23:00:00,1,1,9.39,1,103
2024-09-26 00:00:00,1,1,10.66,1,103
2024-09-26 01:00:00,1,1,13.65,1,103
2024-09-26 02:00:00,1,1,12.02,1,103
2024-09-26 03:00:00,1,1,13.55,1,103
2024-09-26 04:00:00,1,1,14.81,1,103
2024-09-26 05:00:00,1,1,10.3,1,103
2024-09-26 06:00:00,1,1,8.56,1,103
2024-09-26 07:00:00,1,1,14.76,1,103
2024-09-26 08:00:00,1,1,16.77,1,103
2024-09-26 09:00:00,1,1,19.71,1,103
2024-09-26 10:00:00,1,1,13.2,1,103
2024-09-26 11:00:00,1,1,19.02,1,103
2024-09-26 12:00:00,1,1,11.94,1,103
2024-09-26 13:00:00,1,1,8.69,1,103
2024-09-26 14:00:00,1,1,7.17,1,103
2024-09-26 15:00:00,1,1,7.3,1,103
2024-09-26 16:00:00,1,1,4.82,1,103
2024-09-26 17:00:00,1,1,6.01,1,103
2024-09-26 18:00:00,1,1,4.46,1,103
2024-09-26 19:00:00,1,1,4.81,1,103
2024-09-26 20:00:00,1,1,5.27,1,103
2024-09-26 21:00:00,1,1,6.95,1,103
2024-09-26 22:00:00,1,1,5.05,1,103
2024-09-26 23:00:00,1,1,14.19,1,103
2024-09-27 00:00:00,1,1,11.91,1,103
2024-09-27 01:00:00,1,1,10.61,1,103
2024-09-27 02:00:00,1,1,13.09,1,103
2024-09-27 03:00:00,1,1,16.48,1,103
2024-09-27 04:00:00,1,1,12.76,1,103
2024-09-27 05:00:00,1,1,12.5,1,103
2024-09-27 06:00:00,1,1,22.06,1,103
2024-09-27 07:00:00,1,1,22.15,1,103
2024-09-27 08:00:00,1,1,21.57,1,103
2024-09-27 09:00:00,1,1,15.52,1,103
2024-09-27 10:00:00,1,1,13.9,1,103
2024-09-27 11:00:00,1,1,10.43,1,103
2024-09-27 12:00:00,1,1,12.05,1,103
2024-09-27 13:00:00,1,1,8.03,1,103
2024-09-27 14:00:00,1,1,6.71,1,103
2024-09-27 15:00:00,1,1,6.48,1,103
2024-09-27 16:00:00,1,1,6.79,1,103
2024-09-27 17:00:00,1,1,5.92,1,103
2024-09-27 18:00:00,1,1,8.58,1,103
2024-09-27 19:00:00,1,1,4.24,1,103
2024-09-27 20:00:00,1,1,6.88,1,103
2024-09-27 21:00:00,1,1,5.95,1,103
2024-09-27 22:00:00,1,1,5.4,1,103
2024-09-27 23:00:00,1,1,9.95,1,103
2024-09-28 00:00:00,1,1,9.07,1,103
2024-09-28 01:00:00,1,1,7.46,1,103
2024-09-28 02:00:00,1,1,13.7,1,103
2024-09-28 03:00:00,1,1,18.17,1,103
2024-09-28 04:00:00,1,1,11.84,1,103
2024-09-28 05:00:00,1,1,19.21,1,103
2024-09-28 06:00:00,1,1,15.59,1,103
2024-09-28 07:00:00,1,1,8.98,1,103
2024-09-28 08:00:00,1,1,16.54,1,103
2024-09-28 09:00:00,1,1,13.24,1,103
2024-09-28 10:00:00,1,1,19.28,1,103
2024-09-28 11:00:00,1,1,11.88,1,103
2024-09-28 12:00:00,1,1,11.6,1,103
2024-09-28 13:00:00,1,1,6.05,1,103
2024-09-28 14:00:00,1,1,10.29,1,103
2024-09-28 15:00:00,1,1,6.41,1,103
2024-09-28 16:00:00,1,1,5.46,1,103
2024-09-28 17:00:00,1,1,5.12,1,103
2024-09-28 18:00:00,1,1,5.81,1,103
2024-09-28 19:00:00,1,1,4.51,1,103
2024-09-28 20:00:00,1,1,4.66,1,103
2024-09-28 21:00:00,1,1,5.13,1,103
2024-09-28 22:00:00,1,1,8.63,1,103
2024-09-28 23:00:00,1,1,8.34,1,103
2024-09-29 00:00:00,1,1,10.03,1,103
2024-09-29 01:00:00,1,1,9.72,1,103
2024-09-29 02:00:00,1,1,23.59,1,103
2024-09-29 03:00:00,1,1,16.39,1,103
2024-09-29 04:00:00,1,1,13.01,1,103
2024-09-29 05:00:00,1,1,25.61,1,103
2024-09-29 06:00:00,1,1,8.63,1,103
2024-09-29 07:00:00,1,1,14.56,1,103
2024-09-29 08:00:00,1,1,6.23,1,103
2024-09-29 09:00:00,1,1,11.88,1,103
2024-09-29 10:00:00,1,1,12.32,1,103
2024-09-29 11:00:00,1,1,7.99,1,103
2024-09-29 12:00:00,1,1,7.84,1,103
2024-09-29 13:00:00,1,1,11.41,1,103
2024-09-29 14:00:00,1,1,6.05,1,103
2024-09-29 15:00:00,1,1,9.53,1,103
2024-09-29 16:00:00,1,1,4.53,1,103
2024-09-29 17:00:00,1,1,6.55,1,103
2024-09-29 18:00:00,1,1,4.71,1,103
2024-09-29 19:00:00,1,1,5.96,1,103
2024-09-29 20:00:00,1,1,6.26,1,103
2024-09-29 21:00:00,1,1,4.97,1,103
2024-09-29 22:00:00,1,1,6.66,1,103
2024-09-29 23:00:00,1,1,7.07,1,103
2024-09-30 00:00:00,1,1,14.4,1,103
2024-09-30 01:00:00,1,1,12.55,1,103
2024-09-30 02:00:00,1,1,12.37,1,103
2024-09-30 03:00:00,1,1,14.75,1,103
2024-09-30 04:00:00,1,1,14.86,1,103
2024-09-30 05:00:00,1,1,6.74,1,103
2024-09-30 06:00:00,1,1,12.01,1,103
2024-09-30 07:00:00,1,1,10.47,1,103
2024-09-30 08:00:00,1,1,20.73,1,103
2024-09-30 09:00:00,1,1,15.43,1,103
2024-09-30 10:00:00,1,1,15.91,1,103
2024-09-30 11:00:00,1,1,16.7,1,103
2024-09-30 12:00:00,1,1,8.66,1,103
2024-09-30 13:00:00,1,1,7.18,1,103
2024-09-30 14:00:00,1,1,7.31,1,103
2024-09-30 15:00:00,1,1,6.96,1,103
2024-09-30 16:00:00,1,1,3.59,1,103
2024-09-30 17:00:00,1,1,4.4,1,103
2024-09-30 18:00:00,1,1,6.0,1,103
2024-09-30 19:00:00,1,1,4.06,1,103
2024-09-30 20:00:00,1,1,5.07,1,103
2024-09-30 21:00:00,1,1,7.62,1,103
2024-09-30 22:00:00,1,1,5.92,1,103
2024-09-30 23:00:00,1,1,6.25,1,103
2024-10-01 00:00:00,1,1,9.29,1,103
2024-10-01 01:00:00,1,1,12.98,1,103
2024-10-01 02:00:00,1,1,11.34,1,103
2024-10-01 03:00:00,1,1,11.1,1,103
2024-10-01 04:00:00,1,1,13.39,1,103
2024-10-01 05:00:00,1,1,13.51,1,103
2024-10-01 06:00:00,1,1,24.31,1,103
2024-10-01 07:00:00,1,1,15.34,1,103
2024-10-01 08:00:00,1,1,11.11,1,103
2024-10-01 09:00:00,1,1,17.64,1,103
2024-10-01 10:00:00,1,1,9.56,1,103
2024-10-01 11:00:00,1,1,8.3,1,103
2024-10-01 12:00:00,1,1,11.11,1,103
2024-10-01 13:00:00,1,1,6.57,1,103
2024-10-01 14:00:00,1,1,8.76,1,103
2024-10-01 15:00:00,1,1,4.84,1,103
2024-10-01 16:00:00,1,1,5.42,1,103
2024-10-01 17:00:00,1,1,2.58,1,103
2024-10-01 18:00:00,1,1,3.81,1,103
2024-10-01 19:00:00,1,1,4.97,1,103
2024-10-01 20:00:00,1,1,6.51,1,103
2024-10-01 21:00:00,1,1,6.79,1,103
2024-10-01 22:00:00,1,1,5.18,1,103
2024-10-01 23:00:00,1,1,6.31,1,103
2024-10-02 00:00:00,1,1,9.87,1,103
2024-10-02 01:00:00,1,1,11.51,1,103
2024-10-02 02:00:00,1,1,18.74,1,103
2024-10-02 03:00:00,1,1,11.81,1,103
2024-10-02 04:00:00,1,1,10.91,1,103
2024-10-02 05:00:00,1,1,14.59,1,103
2024-10-02 06:00:00,1,1,16.78,1,103
2024-10-02 07:00:00,1,1,16.25,1,103
2024-10-02 08:00:00,1,1,8.7,1,103
2024-10-02 09:00:00,1,1,10.96,1,103
2024-10-02 10:00:00,1,1,12.55,1,103
2024-10-02 11:00:00,1,1,16.53,1,103
2024-10-02 12:00:00,1,1,6.83,1,103
2024-10-02 13:00:00,1,1,7.29,1,103
2024-10-02 14:00:00,1,1,7.68,1,103
2024-10-02 15:00:00,1,1,6.21,1,103
2024-10-02 16:00:00,1,1,4.1,1,103
2024-10-02 17:00:00,1,1,2.98,1,103
2024-10-02 18:00:00,1,1,4.48,1,103
2024-10-02 19:00:00,1,1,3.14,1,103
2024-10-02 20:00:00,1,1,4.34,1,103
2024-10-02 21:00:00,1,1,8.61,1,103
2024-10-02 22:00:00,1,1,6.13,1,103
2024-10-02 23:00:00,1,1,10.68,1,103
2024-10-03 00:00:00,1,1,12.15,1,103
2024-10-03 01:00:00,1,1,8.97,1,103
2024-10-03 02:00:00,1,1,7.57,1,103
2024-10-03 03:00:00,1,1,12.86,1,103
2024-10-03 04:00:00,1,1,19.66,1,103
2024-10-03 05:00:00,1,1,10.69,1,103
2024-10-03 06:00:00,1,1,16.44,1,103
2024-10-03 07:00:00,1,1,18.11,1,103
2024-10-03 08:00:00,1,1,14.43,1,103
2024-10-03 09:00:00,1,1,17.06,1,103
2024-10-03 10:00:00,1,1,11.23,1,103
2024-10-03 11:00:00,1,1,15.83,1,103
2024-10-03 12:00:00,1,1,12.5,1,103
2024-10-03 13:00:00,1,1,12.12,1,103
2024-10-03 14:00:00,1,1,7.66,1,103
2024-10-03 15:00:00,1,1,6.37,1,103
2024-10-03 16:00:00,1,1,5.79,1,103
2024-10-03 17:00:00,1,1,4.31,1,103
2024-10-03 18:00:00,1,1,4.04,1,103
2024-10-03 19:00:00,1,1,6.19,1,103
2024-10-03 20:00:00,1,1,4.78,1,103
2024-10-03 21:00:00,1,1,4.65,1,103
2024-10-03 22:00:00,1,1,11.16,1,103
2024-10-03 23:00:00,1,1,9.07,1,103
2024-10-04 00:00:00,1,1,8.56,1,103
2024-10-04 01:00:00,1,1,16.86,1,103
2024-10-04 02:00:00,1,1,9.9,1,103
2024-10-04 03:00:00,1,1,12.36,1,103
2024-10-04 04:00:00,1,1,12.27,1,103
2024-10-04 05:00:00,1,1,13.61,1,103
2024-10-04 06:00:00,1,1,14.81,1,103
2024-10-04 07:00:00,1,1,16.7,1,103
2024-10-04 08:00:00,1,1,16.51,1,103
2024-10-04 09:00:00,1,1,10.76,1,103
2024-10-04 10:00:00,1,1,12.16,1,103
2024-10-04 11:00:00,1,1,10.23,1,103
2024-10-04 12:00:00,1,1,9.67,1,103
2024-10-04 13:00:00,1,1,8.62,1,103
2024-10-04 14:00:00,1,1,10.22,1,103
2024-10-04 15:00:00,1,1,6.34,1,103
2024-10-04 16:00:00,1,1,5.49,1,103
2024-10-04 17:00:00,1,1,8.11,1,103
2024-10-04 18:00:00,1,1,5.86,1,103
2024-10-04 19:00:00,1,1,3.38,1,103
2024-10-04 20:00:00,1,1,2.81,1,103
2024-10-04 21:00:00,1,1,8.55,1,103
2024-10-04 22:00:00,1,1,6.94,1,103
2024-10-04 23:00:00,1,1,9.64,1,103
2024-10-05 00:00:00,1,1,10.24,1,103
2024-10-05 01:00:00,1,1,11.2,1,103
2024-10-05 02:00:00,1,1,17.37,1,103
2024-10-05 03:00:00,1,1,11.45,1,103
2024-10-05 04:00:00,1,1,14.09,1,103
2024-10-05 05:00:00,1,1,10.94,1,103
2024-10-05 06:00:00,1,1,14.87,1,103
2024-10-05 07:00:00,1,1,13.69,1,103
2024-10-05 08:00:00,1,1,12.41,1,103
2024-10-05 09:00:00,1,1,19.24,1,103
2024-10-05 10:00:00,1,1,11.29,1,103
2024-10-05 11:00:00,1,1,8.0,1,103
2024-10-05 12:00:00,1,1,8.34,1,103
2024-10-05 13:00:00,1,1,9.78,1,103
2024-10-05 14:00:00,1,1,8.78,1,103
2024-10-05 15:00:00,1,1,5.61,1,103
2024-10-05 16:00:00,1,1,6.96,1,103
2024-10-05 17:00:00,1,1,4.24,1,103
2024-10-05 18:00:00,1,1,4.35,1,103
2024-10-05 19:00:00,1,1,4.69,1,103
2024-10-05 20:00:00,1,1,6.17,1,103
2024-10-05 21:00:00,1,1,8.52,1,103
2024-10-05 22:00:00,1,1,12.22,1,103
2024-10-05 23:00:00,1,1,11.83,1,103
2024-10-06 00:00:00,1,1,8.68,1,103
2024-10-06 01:00:00,1,1,12.26,1,103
2024-10-06 02:00:00,1,1,14.29,1,103
2024-10-06 03:00:00,1,1,14.29,1,103
2024-10-06 04:00:00,1,1,13.61,1,103
2024-10-06 05:00:00,1,1,16.95,1,103
2024-10-06 06:00:00,1,1,20.78,1,103
2024-10-06 07:00:00,1,1,9.56,1,103
2024-10-06 08:00:00,1,1,21.08,1,103
2024-10-06 09:00:00,1,1,16.35,1,103
2024-10-06 10:00:00,1,1,22.67,1,103
2024-10-06 11:00:00,1,1,10.16,1,103
2024-10-06 12:00:00,1,1,8.51,1,103
2024-10-06 13:00:00,1,1,10.97,1,103
2024-10-06 14:00:00,1,1,9.18,1,103
2024-10-06 15:00:00,1,1,7.79,1,103
2024-10-06 16:00:00,1,1,8.82,1,103
2024-10-06 17:00:00,1,1,6.53,1,103
2024-10-06 18:00:00,1,1,5.77,1,103
2024-10-06 19:00:00,1,1,5.85,1,103
2024-10-06 20:00:00,1,1,5.44,1,103
2024-10-06 21:00:00,1,1,4.36,1,103
2024-10-06 22:00:00,1,1,7.47,1,103
2024-10-06 23:00:00,1,1,5.68,1,103
2024-10-07 00:00:00,1,1,8.46,1,103
2024-10-07 01:00:00,1,1,16.82,1,103
2024-10-07 02:00:00,1,1,11.79,1,103
2024-10-07 03:00:00,1,1,8.88,1,103
2024-10-07 04:00:00,1,1,19.05,1,103
2024-10-07 05:00:00,1,1,13.58,1,103
2024-10-07 06:00:00,1,1,17.7,1,103
2024-10-07 07:00:00,1,1,15.05,1,103
2024-10-07 08:00:00,1,1,4.75,1,103
2024-10-07 09:00:00,1,1,11.73,1,103
2024-10-07 10:00:00,1,1,6.91,1,103
2024-10-07 11:00:00,1,1,9.45,1,103
2024-10-07 12:00:00,1,1,9.16,1,103
2024-10-07 13:00:00,1,1,9.52,1,103
2024-10-07 14:00:00,1,1,4.79,1,103
2024-10-07 15:00:00,1,1,5.42,1,103
2024-10-07 16:00:00,1,1,5.23,1,103
2024-10-07 17:00:00,1,1,5.06,1,103
2024-10-07 18:00:00,1,1,6.04,1,103
2024-10-07 19:00:00,1,1,5.43,1,103
2024-10-07 20:00:00,1,1,9.25,1,103
2024-10-07 21:00:00,1,1,7.94,1,103
2024-10-07 22:00:00,1,1,11.12,1,103
2024-10-07 23:00:00,1,1,9.93,1,103
2024-10-08 00:00:00,1,1,11.18,1,103
2024-10-08 01:00:00,1,1,10.22,1,103
2024-10-08 02:00:00,1,1,13.11,1,103
2024-10-08 03:00:00,1,1,12.0,1,103
2024-10-08 04:00:00,1,1,12.75,1,103
2024-10-08 05:00:00,1,1,11.68,1,103
2024-10-08 06:00:00,1,1,16.82,1,103
2024-10-08 07:00:00,1,1,19.11,1,103
2024-10-08 08:00:00,1,1,11.76,1,103
2024-10-08 09:00:00,1,1,18.64,1,103
2024-10-08 10:00:00,1,1,12.41,1,103
2024-10-08 11:00:00,1,1,10.38,1,103
2024-10-08 12:00:00,1,1,6.85,1,103
2024-10-08 13:00:00,1,1,4.84,1,103
2024-10-08 14:00:00,1,1,9.71,1,103
2024-10-08 15:00:00,1,1,6.43,1,103
2024-10-08 16:00:00,1,1,9.21,1,103
2024-10-08 17:00:00,1,1,4.02,1,103
2024-10-08 18:00:00,1,1,6.93,1,103
2024-10-08 19:00:00,1,1,8.9,1,103
2024-10-08 20:00:00,1,1,6.82,1,103
2024-10-08 21:00:00,1,1,6.17,1,103
2024-10-08 22:00:00,1,1,8.82,1,103
2024-10-08 23:00:00,1,1,7.82,1,103
2024-10-09 00:00:00,1,1,12.87,1,103
2024-10-09 01:00:00,1,1,9.98,1,103
2024-10-09 02:00:00,1,1,16.96,1,103
2024-10-09 03:00:00,1,1,14.51,1,103
2024-10-09 04:00:00,1,1,11.14,1,103
